Records.Breached,Records.Breached...Detail,Name,CatID,Total.Records,Region,Contact..etc.,Category_dm,Entity_prc,State,OrgID,Location,Date.Made.Public,Year,Source.of.Breach.Notification,Type,Description,Example (HTML),
NA,NA,KP Northern CA Department of Research,28,"5,178",NA,NA,Discharge Data,MED,California,200001286,,2-Apr-14,2014,US Department of Health and Human Services,HACK,,"'<b>KP Northern CA Department of Research</b> had a data breach in 2014, in California.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,University of Illinois at Chicago,28,"3,000",NA,NA,Discharge Data,MED,Illinois,200001584,,28-Apr-15,2015,US Department of Health and Human Services,PHYS,"A physicianís assigned laptop computer containing the electronic protected health information (ePHI) of approximately 3,000 individuals was stolen. The type of ePHI involved in the breach included diagnoses and conditions of the individuals. The covered entity (CE) provided breach notification to HHS, affected individuals, and the media.  Following the breach, the CE updated relevant HIPAA policies, including encryption, to ensure the safeguarding of ePHI and sanctioned the physician involved.  OCR obtained assurances that the CE implemented the corrective actions listed above.  The CE also notified the deans and directors of all the CEís healthcare components of the corrective actions taken in response to this incident.
Location of breached information: Laptop
Business associate present: No","'<b>University of Illinois at Chicago</b> had a data breach in 2015, in Illinois. A physicianís assigned laptop computer containing the electronic protected health information (ePHI) of approximately 3,000 individuals was stolen. The type of ePHI involved in the breach included diagnoses and conditions of the individuals. The covered entity (CE) provided breach notification to HHS, affected individuals, and the media.  Following the breach, the CE updated relevant HIPAA policies, including encryption, to ensure the safeguarding of ePHI and sanctioned the physician involved.  OCR obtained assurances that the CE implemented the corrective actions listed above.  The CE also notified the deans and directors of all the CEís healthcare components of the corrective actions taken in response to this incident.
Location of breached information: Laptop
Business associate present: No [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Papa John's USA, Inc.",28,371,NA,NA,Discharge Data,MED,Maryland,200002398,,17-Jun-14,2014,Maryland Attorney General,HACK,,"'<b>Papa John's USA, Inc.</b> had a data breach in 2014, in Maryland.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Lee Memorial Health System,28,"1,508",NA,NA,Discharge Data,MED,Florida,200001676,,7-Sep-15,2015,US Department of Health and Human Services,DISC,,"'<b>Lee Memorial Health System</b> had a data breach in 2015, in Florida.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Cigna Home Delivery Pharmacy,28,592,NA,NA,Discharge Data,MED,Connecticut,200001725,,23-Nov-15,2015,US Department of Health and Human Services,DISC,"A printing error affected 592 individuals, living in 13 states:  The covered entity (CE) printed two customer letters on one sheet of paper (front and back) during a mailing to customers.  The protected health information involved in the breach included names, mailing addresses, and medication information.  The CE provided breach notification to HHS and affected individuals and provided free credit monitoring services.  To prevent a printing error from occurring in the future, the CE implemented a new letter creation procedure. OCR obtained assurances that the CE implemented the corrective actions noted above.Location of breached information: Paper/FilmsBusiness associate present: No","'<b>Cigna Home Delivery Pharmacy</b> had a data breach in 2015, in Connecticut. A printing error affected 592 individuals, living in 13 states:  The covered entity (CE) printed two customer letters on one sheet of paper (front and back) during a mailing to customers.  The protected health information involved in the breach included names, mailing addresses, and medication information.  The CE provided breach notification to HHS and affected individuals and provided free credit monitoring services.  To prevent a printing error from occurring in the future, the CE implemented a new letter creation procedure. OCR obtained assurances that the CE implemented the corrective actions noted above.Location of breached information: Paper/FilmsBusiness associate present: No [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Reading Health System,28,"1,845",NA,NA,Discharge Data,MED,Pennsylvania,200001313,,29-Apr-14,2014,US Department of Health and Human Services,PHYS,,"'<b>Reading Health System</b> had a data breach in 2014, in Pennsylvania.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Hawaiäó_í‹í_i Medical Service Association,28,"10,179",NA,NA,Discharge Data,MED,Hawaii,200001758,,15-Jan-16,2016,US Department of Health and Human Services,DISC,,"'<b>Hawaiäó_í‹í_i Medical Service Association</b> had a data breach in 2016, in Hawaii.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Lancaster Cardiology Medical Group, and Sunder Heart Institute and Vascular Medical Clinic",28,"1,200",NA,NA,Discharge Data,MED,California,200001669,,24-Aug-15,2015,US Department of Health and Human Services,PHYS,,"'<b>Lancaster Cardiology Medical Group, and Sunder Heart Institute and Vascular Medical Clinic</b> had a data breach in 2015, in California.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Lancaster County EMS,28,"50,000",NA,NA,Discharge Data,MED,South Carolina,200001611,,4-Jun-15,2015,US Department of Health and Human Services,PHYS,"A safe containing two unencrypted computer flash drives and two unencrypted hard drives went missing from the administration building of covered entity (CE), Lancaster County EMS.  The protected health information (PHI) stored on the missing hard drives and flash drives included patients' names, addresses, dates of birth, social security numbers, medications, medical histories, medical treatment, and healthcare insurance information for 55,000 individuals. The CE provided breach notification to HHS, the 55,000 affected individuals, and the media.  In response to the breach, the CE implemented universal controls to ensure that only the CE's devices can connect to its network.. The CE also implemented security controls and physical safeguards to further restrict access to its server room.  In addition, the CE implemented  video security system monitoring of its server room. OCR obtained assurances that the CE implemented the corrective actions listed above.  Location of breached information: Other Portable Electronic DeviceBusiness associate present: No","'<b>Lancaster County EMS</b> had a data breach in 2015, in South Carolina. A safe containing two unencrypted computer flash drives and two unencrypted hard drives went missing from the administration building of covered entity (CE), Lancaster County EMS.  The protected health information (PHI) stored on the missing hard drives and flash drives included patients' names, addresses, dates of birth, social security numbers, medications, medical histories, medical treatment, and healthcare insurance information for 55,000 individuals. The CE provided breach notification to HHS, the 55,000 affected individuals, and the media.  In response to the breach, the CE implemented universal controls to ensure that only the CE's devices can connect to its network.. The CE also implemented security controls and physical safeguards to further restrict access to its server room.  In addition, the CE implemented  video security system monitoring of its server room. OCR obtained assurances that the CE implemented the corrective actions listed above.  Location of breached information: Other Portable Electronic DeviceBusiness associate present: No [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,The Biomechanics LLC,28,"1,049",NA,NA,Discharge Data,MED,Arizona,200002017,,16-Nov-16,2016,US Department of Health and Human Services,HACK,"A security researcher accessed the covered entity's electronic protected health information (ePHI) due to a vulnerability in a business associate's (BA) data storage system.  The researcher reportedly did not intend to use or disclose the information. The breach affected 1,049 individuals and involved in the breach included names, addresses, birthdates, driver's license numbers, social security numbers, and clinical information such as diagnoses, lab results, and medications. The CE provided breach notification to HHS, affected individuals, and the media.  Following the breach, the BA returned the ePHI to the covered entity. The BA was closing its business at the time of the breach and is now out of business.  OCR obtained a copy of the CE's BA agreement with this BA.  As a result of OCRís investigation the CE increased its awareness of its responsibilities with respect to its BAs.
Location of breached information: Other
Business associate present: No","'<b>The Biomechanics LLC</b> had a data breach in 2016, in Arizona. A security researcher accessed the covered entity's electronic protected health information (ePHI) due to a vulnerability in a business associate's (BA) data storage system.  The researcher reportedly did not intend to use or disclose the information. The breach affected 1,049 individuals and involved in the breach included names, addresses, birthdates, driver's license numbers, social security numbers, and clinical information such as diagnoses, lab results, and medications. The CE provided breach notification to HHS, affected individuals, and the media.  Following the breach, the BA returned the ePHI to the covered entity. The BA was closing its business at the time of the breach and is now out of business.  OCR obtained a copy of the CE's BA agreement with this BA.  As a result of OCRís investigation the CE increased its awareness of its responsibilities with respect to its BAs.
Location of breached information: Other
Business associate present: No [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Dr. Anthony T. R. Green DDS,28,"7,448",NA,NA,Discharge Data,MED,New York,200001532,,11-Mar-15,2015,US Department of Health and Human Services,DISC,"A self-storage facility in Hollis, New York auctioned off the contents of a unit rented by the covered entity (CE) that contained medical records of 8,636 individuals.  Ultimately, many of the records were left unattended in a Home Depot parking lot in Jamaica, New York.  The protected health information (PHI) involved in the breach included names, dates of birth, addresses, social security numbers, diagnoses, conditions, lab results, and other treatment information.  Following the breach, the CE provided breach notification to HHS, affected individuals, and the media, and provided credit and identity theft services to individuals at no cost. The CE also ended its practice of storing patient files outside of the office and implemented policies and procedures that prohibit business associates from having access to PHI before a business associate agreement is in place.  OCR obtained assurances that the CE implemented the corrective actions listed above. Additionally, the New York Attorney General and the CE agreed to enter into an Assurance of Discontinuance that requires the CE to take additional corrective actions.Location of breached information: Other, Paper/FilmsBusiness associate present: No","'<b>Dr. Anthony T. R. Green DDS</b> had a data breach in 2015, in New York. A self-storage facility in Hollis, New York auctioned off the contents of a unit rented by the covered entity (CE) that contained medical records of 8,636 individuals.  Ultimately, many of the records were left unattended in a Home Depot parking lot in Jamaica, New York.  The protected health information (PHI) involved in the breach included names, dates of birth, addresses, social security numbers, diagnoses, conditions, lab results, and other treatment information.  Following the breach, the CE provided breach notification to HHS, affected individuals, and the media, and provided credit and identity theft services to individuals at no cost. The CE also ended its practice of storing patient files outside of the office and implemented policies and procedures that prohibit business associates from having access to PHI before a business associate agreement is in place.  OCR obtained assurances that the CE implemented the corrective actions listed above. Additionally, the New York Attorney General and the CE agreed to enter into an Assurance of Discontinuance that requires the CE to take additional corrective actions.Location of breached information: Other, Paper/FilmsBusiness associate present: No [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Jewish Hospital,28,"2,992",NA,NA,Discharge Data,MED,Kentucky,200001278,,28-Mar-14,2014,US Department of Health and Human Services,UNKN,"A small number of employees of the covered entity (CE), Jewish Hospital, responded to ìphishingî emails that appeared legitimate and disclosed the demographic and clinical protected health information (PHI) of approximately 2,992 individuals.  The PHI involved in the breach included names, addresses, birthdates, diagnoses, treatments received, health insurance information and the social security numbers of a few individuals.  In response to the incident, the CE secured the affected email accounts and arranged for a forensic investigation.  While the CE has no evidence that the electronic PHI in the employeesí mailboxes was accessed or otherwise infiltrated by the phishing scheme, it nonetheless sent breach notification letters and offered one year of free credit monitoring and identity theft protection services to all potentially affected individuals.  It also provided breach notification to HHS and the media and provided substitute notice.  Following the breach, the CE deployed anti-phishing software, accelerated its employee phishing education campaign, established a quick reaction team for proactively blocking phishing or other web-based threats, and enhanced its auditing and logging controls. ","'<b>Jewish Hospital</b> had a data breach in 2014, in Kentucky. A small number of employees of the covered entity (CE), Jewish Hospital, responded to ìphishingî emails that appeared legitimate and disclosed the demographic and clinical protected health information (PHI) of approximately 2,992 individuals.  The PHI involved in the breach included names, addresses, birthdates, diagnoses, treatments received, health insurance information and the social security numbers of a few individuals.  In response to the incident, the CE secured the affected email accounts and arranged for a forensic investigation.  While the CE has no evidence that the electronic PHI in the employeesí mailboxes was accessed or otherwise infiltrated by the phishing scheme, it nonetheless sent breach notification letters and offered one year of free credit monitoring and identity theft protection services to all potentially affected individuals.  It also provided breach notification to HHS and the media and provided substitute notice.  Following the breach, the CE deployed anti-phishing software, accelerated its employee phishing education campaign, established a quick reaction team for proactively blocking phishing or other web-based threats, and enhanced its auditing and logging controls.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Loi Luu,28,"13,177",NA,NA,Discharge Data,MED,California,200001459,,14-Nov-14,2014,US Department of Health and Human Services,PHYS,,"'<b>Loi Luu</b> had a data breach in 2014, in California.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Lake Pulmonary Critical PA,28,648,NA,NA,Discharge Data,MED,Florida,200001834,,20-Apr-16,2016,US Department of Health and Human Services,PHYS,,"'<b>Lake Pulmonary Critical PA</b> had a data breach in 2016, in Florida.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Dr. Q Pain and Spine d/b/a Arkansas Spine and Pain,28,"17,100",NA,NA,Discharge Data,MED,Arkansas,200001899,,11-Jul-16,2016,US Department of Health and Human Services,HACK,"A virus or malware was potentially installed on the information systems of Bizmatics, Inc., a business associate (BA) of the covered entity, Arkansas Spine and Pain (CE).  Approximately 17,100 individuals' electronic medical records were compromised, but the BA and CE were unable to determine whose records or what information, if any, was accessed.  OCR obtained a copy of the BA agreement in place between the CE and this BA.  This review has been addressed by a separate review of the BA.Location of breached information: Network ServerBusiness associate present: No","'<b>Dr. Q Pain and Spine d/b/a Arkansas Spine and Pain</b> had a data breach in 2016, in Arkansas. A virus or malware was potentially installed on the information systems of Bizmatics, Inc., a business associate (BA) of the covered entity, Arkansas Spine and Pain (CE).  Approximately 17,100 individuals' electronic medical records were compromised, but the BA and CE were unable to determine whose records or what information, if any, was accessed.  OCR obtained a copy of the BA agreement in place between the CE and this BA.  This review has been addressed by a separate review of the BA.Location of breached information: Network ServerBusiness associate present: No [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Alaska Orthopedic Specialists, Inc.",28,553,NA,NA,Discharge Data,MED,Alaska,200001724,,19-Nov-15,2015,US Department of Health and Human Services,PHYS,"A workforce member of the covered entity (CE), Alaska Orthopedic Specialists, impermissibly sent copies of electronic protected health information (ePHI) to a personal email account between December 18, 2014 and April 14, 2015, which potentially affected approximately 553 individuals. The ePHI included demographic, financial and clinical information.  The CE provided breach notification to HHS, affected individuals, and the media.  The CE established a website, a related call center, and offered identity-theft protection at no charge.  After discovering the breach, the CE hired a digital services consultant to investigate the matter and audit the companyís computer server and email to identify the scope and content of the breach.  The CE issued a ìcease and desistî letter to the former employee, demanding that the former employee take steps to secure the information and return it.  The CE securely stored its remaining paper records and the computer server containing ePHI.  OCR verified that business operations for the sole practitioner were officially dissolved on December 31, 2016.    
Location of breached information: Email
Business associate present: No","'<b>Alaska Orthopedic Specialists, Inc.</b> had a data breach in 2015, in Alaska. A workforce member of the covered entity (CE), Alaska Orthopedic Specialists, impermissibly sent copies of electronic protected health information (ePHI) to a personal email account between December 18, 2014 and April 14, 2015, which potentially affected approximately 553 individuals. The ePHI included demographic, financial and clinical information.  The CE provided breach notification to HHS, affected individuals, and the media.  The CE established a website, a related call center, and offered identity-theft protection at no charge.  After discovering the breach, the CE hired a digital services consultant to investigate the matter and audit the companyís computer server and email to identify the scope and content of the breach.  The CE issued a ìcease and desistî letter to the former employee, demanding that the former employee take steps to secure the information and return it.  The CE securely stored its remaining paper records and the computer server containing ePHI.  OCR verified that business operations for the sole practitioner were officially dissolved on December 31, 2016.    
Location of breached information: Email
Business associate present: No [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Codman Square Health Center ,28,"3,840",NA,NA,Discharge Data,MED,Massachusetts,200001956,,12-Sep-16,2016,US Department of Health and Human Services,DISC,"A workforce member provided an unauthorized individual with the workforce memberís credentials so as to allow the individual access to the New England Health Exchange Network (NEHEN) via computer. The unauthorized individual was thus able to access the protected health information (PHI) of 102 patients of the covered entity (CE), Codman Square Health Center.  The types of PHI involved in the breach included patientsí names, addresses, birthdates, medical insurance information, and for patients receiving Medicaid, social security numbers.  The CE provided breach notification to the affected individuals, the media and HHS.  The CE also provided individuals fraud resolution and credit monitoring services at no cost.  Following discovery of the breach, the CE sanctioned the involved employees and re-trained all employees. As a result of OCRís investigation, the CE revised its Breach Notification policy and implemented related procedures. 
Location of breached information: Desktop Computer
Business associate present: No","'<b>Codman Square Health Center </b> had a data breach in 2016, in Massachusetts. A workforce member provided an unauthorized individual with the workforce memberís credentials so as to allow the individual access to the New England Health Exchange Network (NEHEN) via computer. The unauthorized individual was thus able to access the protected health information (PHI) of 102 patients of the covered entity (CE), Codman Square Health Center.  The types of PHI involved in the breach included patientsí names, addresses, birthdates, medical insurance information, and for patients receiving Medicaid, social security numbers.  The CE provided breach notification to the affected individuals, the media and HHS.  The CE also provided individuals fraud resolution and credit monitoring services at no cost.  Following discovery of the breach, the CE sanctioned the involved employees and re-trained all employees. As a result of OCRís investigation, the CE revised its Breach Notification policy and implemented related procedures. 
Location of breached information: Desktop Computer
Business associate present: No [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Huntington Medical Research Institutes,28,"4,300",NA,NA,Discharge Data,MED,California,200001709,,20-Oct-15,2015,US Department of Health and Human Services,DISC,"A workforce member took 4,300 patientsí protected health information (PHI) with her on several external computer hard drives when her employment with the covered entity (CE), Huntington Medical Research Institutes was terminated.  The types of PHI involved in the breach included, variously, financial, demographic and financial information.  The CE provided substitute notice, notice to the media, and notice to OCR pursuant to the requirements of the Breach Notification Rule.  Following the breach, the CE worked with the workforce memberís counsel to recover the PHI in a secure manner and engaged a forensic expert to confirm that all PHI was recovered.  The CE also reassigned privacy and security responsibilities and began considering the need to augment its privacy and security staff.  The CE improved safeguards by encrypting all computer workstations, as well as phones that access PHI.  In response to OCRís investigation, the CE developed a comprehensive enterprise-wide risk analysis report and corresponding risk management plan.
Location of breached information: Laptop, Other Portable Electronic Device
Business associate present: No","'<b>Huntington Medical Research Institutes</b> had a data breach in 2015, in California. A workforce member took 4,300 patientsí protected health information (PHI) with her on several external computer hard drives when her employment with the covered entity (CE), Huntington Medical Research Institutes was terminated.  The types of PHI involved in the breach included, variously, financial, demographic and financial information.  The CE provided substitute notice, notice to the media, and notice to OCR pursuant to the requirements of the Breach Notification Rule.  Following the breach, the CE worked with the workforce memberís counsel to recover the PHI in a secure manner and engaged a forensic expert to confirm that all PHI was recovered.  The CE also reassigned privacy and security responsibilities and began considering the need to augment its privacy and security staff.  The CE improved safeguards by encrypting all computer workstations, as well as phones that access PHI.  In response to OCRís investigation, the CE developed a comprehensive enterprise-wide risk analysis report and corresponding risk management plan.
Location of breached information: Laptop, Other Portable Electronic Device
Business associate present: No [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Sloane Stecker Physical Therapy, PC",28,"2,000",NA,NA,Discharge Data,MED,New York,200001347,,24-Jun-14,2014,US Department of Health and Human Services,PHYS,"A workforce member, a physical therapist, accessed the electronic health record system and obtained 2,000 patientsí names, addresses and telephone numbers for the purpose of contacting or soliciting these patients to join a new physical therapy practice.  The covered entity (CE), Sloane Stecker Physical Therapy, PC, provided breach notification to HHS, affected individuals, and the media and posted substitute notice on its website. The also CE provided free credit monitoring for the affected individuals.  Following the breach, the CE retrieved the patient information and retrained staff.  As a result of OCRís investigation and technical assistance, the CE is expected to perform an enterprise-wide risk analysis and establish a risk management plan.  It is also expected to implement mechanisms to record and examine activity in information systems that contain or use electronic PHI.  Additionally, the CE is expected to implement a security incident policy and procedure, implement procedures for identity verification for access to electronic PHI, and provide training to all staff on the newly implemented policies and procedures.
Location of breached information: Electronic Medical Record
Business associate present: No","'<b>Sloane Stecker Physical Therapy, PC</b> had a data breach in 2014, in New York. A workforce member, a physical therapist, accessed the electronic health record system and obtained 2,000 patientsí names, addresses and telephone numbers for the purpose of contacting or soliciting these patients to join a new physical therapy practice.  The covered entity (CE), Sloane Stecker Physical Therapy, PC, provided breach notification to HHS, affected individuals, and the media and posted substitute notice on its website. The also CE provided free credit monitoring for the affected individuals.  Following the breach, the CE retrieved the patient information and retrained staff.  As a result of OCRís investigation and technical assistance, the CE is expected to perform an enterprise-wide risk analysis and establish a risk management plan.  It is also expected to implement mechanisms to record and examine activity in information systems that contain or use electronic PHI.  Additionally, the CE is expected to implement a security incident policy and procedure, implement procedures for identity verification for access to electronic PHI, and provide training to all staff on the newly implemented policies and procedures.
Location of breached information: Electronic Medical Record
Business associate present: No [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Easter Seal Society of Superior California, Privacy Manager Breach",28,"3,026",NA,NA,Discharge Data,MED,California,200001234,,7-Feb-14,2014,US Department of Health and Human Services,PHYS,"A work-issued laptop computer containing 3,026 clientsí protected health information (ePHI) was stolen out of an employeeís locked car.  The types of ePHI involved in the breach included financial, demographic, and clinical information.  The covered entityís (CE) investigation revealed that, although the computer was powered off, password protected and not connected to the internet at the time of the theft, e-mails containing the respective e-PHI could still be accessed.  The CE provided breach notification to HHS, affected individuals, and the media, and posted substitute notice on its website.  It also provided affected individuals with one free year of credit monitoring and restoration, tips on protecting against ID theft, and a confidential privacy line to call with questions or concerns.  Upon learning of the theft, the CE launched an internal investigation, hired specialized data security counsel to assist in responding to the incident, and retained external forensic experts to assist in determining the scope of the breach.  The CE improved safeguards by reviewing its privacy and security policies and procedures, implementing a risk mitigation plan that reflects the current work environment, encrypting its laptop computers, and updating its policies and procedures on portable/mobile devices.  It also retrained workforce members.  OCR provided technical assistance regarding the HIPAA Security Rule requirements and obtained written documentation that the CE implemented the corrective actions listed above.
Location of breached information: Laptop
Business associate present: No","'<b>Easter Seal Society of Superior California, Privacy Manager Breach</b> had a data breach in 2014, in California. A work-issued laptop computer containing 3,026 clientsí protected health information (ePHI) was stolen out of an employeeís locked car.  The types of ePHI involved in the breach included financial, demographic, and clinical information.  The covered entityís (CE) investigation revealed that, although the computer was powered off, password protected and not connected to the internet at the time of the theft, e-mails containing the respective e-PHI could still be accessed.  The CE provided breach notification to HHS, affected individuals, and the media, and posted substitute notice on its website.  It also provided affected individuals with one free year of credit monitoring and restoration, tips on protecting against ID theft, and a confidential privacy line to call with questions or concerns.  Upon learning of the theft, the CE launched an internal investigation, hired specialized data security counsel to assist in responding to the incident, and retained external forensic experts to assist in determining the scope of the breach.  The CE improved safeguards by reviewing its privacy and security policies and procedures, implementing a risk mitigation plan that reflects the current work environment, encrypting its laptop computers, and updating its policies and procedures on portable/mobile devices.  It also retrained workforce members.  OCR provided technical assistance regarding the HIPAA Security Rule requirements and obtained written documentation that the CE implemented the corrective actions listed above.
Location of breached information: Laptop
Business associate present: No [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Napa Valley Dentistry,28,"4,262",NA,NA,Discharge Data,MED,California,200001981,,5-Oct-16,2016,US Department of Health and Human Services,PHYS,"A business associate was not present.","'<b>Napa Valley Dentistry</b> had a data breach in 2016, in California. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Hospice of North Central Ohio,28,"1,051",NA,NA,Discharge Data,MED,Ohio,200002133,,23-Mar-17,2017,US Department of Health and Human Services,DISC,"A business associate was not present.","'<b>Hospice of North Central Ohio</b> had a data breach in 2017, in Ohio. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,White Blossom Care Center,28,800,NA,NA,Discharge Data,MED,California,200002548,,30-Jun-17,2017,US Department of Health and Human Services,DISC,"A business associate was not present.","'<b>White Blossom Care Center</b> had a data breach in 2017, in California. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Tampa Bay Surgery Center,28,"25,848",NA,NA,Discharge Data,MED,Florida,200002225,,20-Jun-17,2017,US Department of Health and Human Services,HACK,"A business associate was not present.","'<b>Tampa Bay Surgery Center</b> had a data breach in 2017, in Florida. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,UnitedHealth Group Single Affiliated Covered Entity,28,"1,408",NA,NA,Discharge Data,MED,Minnesota,200002027,,22-Nov-16,2016,US Department of Health and Human Services,DISC,"A business associate was not present.","'<b>UnitedHealth Group Single Affiliated Covered Entity</b> had a data breach in 2016, in Minnesota. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Commonwealth Health Corporation,28,"697,800",NA,NA,Discharge Data,MED,Kentucky,200002118,,1-Mar-17,2017,US Department of Health and Human Services,PHYS,"A business associate was not present.","'<b>Commonwealth Health Corporation</b> had a data breach in 2017, in Kentucky. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Saint Francis Hospital,28,"1,412",NA,NA,Discharge Data,MED,Georgia,200002941,,14-Mar-18,2018,US Department of Health and Human Services,PHYS,"A business associate was not present.","'<b>Saint Francis Hospital</b> had a data breach in 2018, in Georgia. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Florida Healthy Kids Corporation,28,"2,000",NA,NA,Discharge Data,MED,Florida,200002613,Tallahassee,7-Sep-17,2017,US Department of Health and Human Services,DISC,"A business associate was not present.","'<b>Florida Healthy Kids Corporation</b> had a data breach in 2017, in Florida. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Mann-Grandstaff VA Medical Center,28,"1,915",NA,NA,Discharge Data,MED,Washington,200002684,,19-Oct-17,2017,US Department of Health and Human Services,PHYS,"A business associate was not present.","'<b>Mann-Grandstaff VA Medical Center</b> had a data breach in 2017, in Washington. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,West Kendall Baptist Hospital,28,"1,480",NA,NA,Discharge Data,MED,Florida,200002971,,2-Apr-18,2018,US Department of Health and Human Services,DISC,"A business associate was not present.","'<b>West Kendall Baptist Hospital</b> had a data breach in 2018, in Florida. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Best Health Physical Therapy, LLC ",28,"1,100",NA,NA,Discharge Data,MED,Connecticut,200002013,,10-Nov-16,2016,US Department of Health and Human Services,DISC,"A business associate was not present.","'<b>Best Health Physical Therapy, LLC </b> had a data breach in 2016, in Connecticut. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Geisinger Health Plan,28,"2,814",NA,NA,Discharge Data,MED,Pennsylvania,200001948,,7-Sep-16,2016,US Department of Health and Human Services,DISC,"A business associate was not present.","'<b>Geisinger Health Plan</b> had a data breach in 2016, in Pennsylvania. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Neurology Physicians LLC,28,"4,831",NA,NA,Discharge Data,MED,Maryland,200001909,,20-Jul-16,2016,US Department of Health and Human Services,HACK,"A business associate was not present.","'<b>Neurology Physicians LLC</b> had a data breach in 2016, in Maryland. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Freeport Memorial Hospital,28,"1,349",NA,NA,Discharge Data,MED,Illinois,200001783,,26-Feb-16,2016,US Department of Health and Human Services,PHYS,"A business associate was not present.","'<b>Freeport Memorial Hospital</b> had a data breach in 2016, in Illinois. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,MetroPlus Health Plan,28,808,NA,NA,Discharge Data,MED,New York,200002072,,3-Jan-17,2017,US Department of Health and Human Services,DISC,"A business associate was not present.","'<b>MetroPlus Health Plan</b> had a data breach in 2017, in New York. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,PathGroup,28,"1,443",NA,NA,Discharge Data,MED,Tennessee,200002068,,29-Dec-16,2016,US Department of Health and Human Services,DISC,"A business associate was not present.","'<b>PathGroup</b> had a data breach in 2016, in Tennessee. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Preventice Services, LLC",28,"6,800",NA,NA,Discharge Data,MED,Texas,200002045,,7-Dec-16,2016,US Department of Health and Human Services,DISC,"A business associate was not present.","'<b>Preventice Services, LLC</b> had a data breach in 2016, in Texas. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Orthopedics NY, LLP",28,"2,493",NA,NA,Discharge Data,MED,New York,200002690,,12-Oct-17,2017,US Department of Health and Human Services,DISC,"A business associate was not present.","'<b>Orthopedics NY, LLP</b> had a data breach in 2017, in New York. A business associate was not present. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
