index,Name,CatID,Total.Records,Region,Category_Name,Entity_prc,State,OrgID,Location,Date.Made.Public,Year,Source.of.Breach.Notification,Type,Month.of.Breach
2260,Santa Fe Medical Group,23,843,NA,Public Health,MED,New Mexico,200001419,NA,12-Sep-14,2014,US Department of Health and Human Services,PHYS,9
2261,Idaho Transportation Department,23,8,NA,Public Health,GOV,Idaho,200002833,NA,19-Jan-18,2017,Security Breach Letter,HACK,1
2262,Colorado Community Health Alliance (CCHA)/Physicians Health Partners,23,"1,918",NA,Public Health,MED,Colorado,200001201,NA,2-Jan-14,2014,US Department of Health and Human Services,DISC,1
2263,California Correctional Health Care Services,23,0,NA,Public Health,GOV,California,200001089,NA,9-Feb-17,2017,California Attorney General,DISC,2
2264,Sorenson Communications and CaptionCall,23,0,NA,Public Health,GOV,Utah,200000041,Salt Lake City,27-Mar-14,2014,California Attorney General,HACK,3
2265,Saint Louis County Department of Health,23,"4,000",NA,Public Health,MED,Missouri,200000514,St. Louis,7-Jan-15,2015,Government Agency,HACK,1
2266,San Francisco Department of Public Health/Sutherland Healthcare Solutions,23,0,NA,Public Health,MED,California,200000081,San Francisco,21-Mar-14,2014,California Attorney General,STAT,3
2267,Los Angeles County Department of Mental Health,23,0,NA,Public Health,GOV,California,200002736,Los Angeles,13-Nov-17,2017,California Attorney General,DISC,11
2268,SAY San Diego,23,-1,NA,Public Health,NGO,California,200002783,San Diego,28-Dec-17,2017,California Attorney General,DISC,12
2269,California Pacific Medical Center ,23,-1,NA,Public Health,MED,California,200001499,NA,23-Jan-15,2015,US Department of Health and Human Services,DISC,1
2270,"Raymond Mark Turner, M.D.",23,"2,153",NA,Public Health,MED,Nevada,200000645,NA,26-Feb-15,2015,Government Agency,PORT,2
2271,Ebay,23,0,NA,Public Health,MED,California,200002409,San Jose,22-May-14,2014,Maryland Attorney General,DISC,5
2272,Kanawha-Charleston Health Department,23,11000,Southeast,Public Health,GOV,West Virginia,100045600,Charleston,1/20/2009,2009,Dataloss DB,INSD,1
2273,Livongo Health Inc.,23,"1,950",NA,Public Health,MED,Illinois,200000550,Chicago,25-Jan-16,2016,Government Agency,PHYS,1
2274,Detroit's Health Department,23,"5,000",Midwest,Public Health,GOV,Michigan,100025000,Detroit,12/15/2009,2009,Dataloss DB,PORT,12
2275,Apria Healthcare,23,"1,987",NA,Public Health,MED,California,200000921,San Diego,4-Oct-16,2016,California Attorney General,DISC,10
2276,Florida Department of Children and Families,23,"1,200",Southeast,Public Health,GOV,Florida,100030500,Orange,1/4/2008,2008,Dataloss DB,PORT,1
2277,Illinois Department of Healthcare and Family Services,23,508,Midwest,Public Health,MED,Illinois,100041200,Springfield,11/5/2012,2012,PHIPrivacy.net,PHYS,11
2278,California Department of Business Oversight,23,0,NA,Public Health,GOV,California,200000326,Sacramento,2-Apr-15,2015,California Attorney General,DISC,4
2279,Hill Country Memorial Hospital ,23,0,NA,Public Health,MED,Texas,200001199,Federicksburg,2-May-17,2017,Vermont Attorney General,HACK,5
2280,Arkansas Department of Medicaid ,23,"26,000",NA,Public Health,GOV,Arkansas,200002603,Searcy,16-Sep-17,2017,Media,INSD,9
2281,"Cathrine Steinborn, DDS",23,"3,224",NA,Public Health,MED,California,200001520,NA,27-Feb-15,2015,US Department of Health and Human Services,PHYS,2
2282,Vincent Vein Center,23,"2,250",NA,Public Health,MED,Colorado,200000756,NA,7-Jun-16,2016,Government Agency,HACK,6
2283,Department of Health and Human Services,23,"1,615",NA,Public Health,MED,North Carolina,200000446,Granville,16-Oct-15,2015,Media,DISC,10
2284,"Department of Human Services' Office of Behavioral Health, Denver",23,"15,000",NA,Public Health,GOV,Colorado,200000253,Denver,10-Oct-14,2014,Media,DISC,10
2285,Secretary of State Brian Kemp,23,"6,000,000",NA,Public Health,GOV,Georgia,200000464,Fulton County,18-Nov-15,2015,Media,DISC,11
2286,Illinois Valley Podiatry Group,23,"26,588",NA,Public Health,MED,Illinois,200000696,Peoria,8-Mar-16,2016,Media,HACK,3
2287,State of Alaska Department of Health and Social Services,23,-1,NA,Public Health,MED,Alaska,200002617,NA,1-Sep-17,2017,US Department of Health and Human Services,HACK,9
2288,"State of New Hampshire, Department of Health and Human Services",23,-1,NA,Public Health,MED,New Hampshire,200002070,NA,30-Dec-16,2016,US Department of Health and Human Services,HACK,12
2289,Puerto Rico Department of Heatlh - Medicaid Program,23,500,NA,Public Health,MED,NA,200001576,NA,22-Apr-15,2015,US Department of Health and Human Services,PHYS,4
2290,Kansas Department for Aging and Disability Services,23,"11,000",NA,Public Health,MED,NA,200003004,NA,17-Apr-18,2018,US Department of Health and Human Services,DISC,4
2291,Children's Medical Clinics of East Texas,23,"16,000",NA,Public Health,MED,Texas,200001714,NA,28-Oct-15,2015,US Department of Health and Human Services,DISC,10
2292,CCHI Insurance Services,23,"1,000",NA,Public Health,MED,California,200002207,NA,1-Jun-17,2017,US Department of Health and Human Services,PHYS,6
2293,"Public Health Trust of Miami-Dade County, Florida",23,"24,188",NA,Public Health,MED,Florida,200001774,NA,19-Feb-16,2016,US Department of Health and Human Services,DISC,2
2294,Massachusetts Department of Public Health - Tewksbury Hospital,23,"1,176",NA,Public Health,MED,Massachusetts,200002532,NA,21-Jul-17,2017,US Department of Health and Human Services,DISC,7
2295,"Pedes Orange County, Inc.",23,917,NA,Public Health,MED,California,200002802,NA,12-Jan-18,2018,US Department of Health and Human Services,DISC,1
2296,Henry County Health Department,23,574,NA,Public Health,MED,Ohio,200002059,NA,21-Dec-16,2016,US Department of Health and Human Services,PHYS,12
2297,"PRN Medical Services, LLC dba Symbius Medical, LLC",23,"13,877",NA,Public Health,MED,Arizona,200001371,NA,29-Jul-14,2014,US Department of Health and Human Services,DISC,7
2298,Texas Children's Health Plan,23,932,NA,Public Health,MED,Texas,200002670,NA,27-Oct-17,2017,US Department of Health and Human Services,DISC,10
2299,Oakland Family Services,23,"16,107",NA,Public Health,MED,Michigan,200001677,NA,9-Sep-15,2015,US Department of Health and Human Services,HACK,9
2300,Iowa Department of Human Services,23,820,NA,Public Health,MED,Iowa,200002682,NA,20-Oct-17,2017,US Department of Health and Human Services,HACK,10
2301,Pulaski County Special School District-Employee Benefits Division,23,"2,602",NA,Public Health,MED,Arkansas,200001855,NA,12-May-16,2016,US Department of Health and Human Services,DISC,5
2302,Mississippi Division of Medicaid,23,"5,220",NA,Public Health,MED,Mississippi,200002201,NA,26-May-17,2017,US Department of Health and Human Services,DISC,5
2303,Mississippi State Department of Health,23,"30,799",NA,Public Health,MED,Mississippi,200002977,NA,26-Mar-18,2018,US Department of Health and Human Services,DISC,3
2304,"Polk County Health Services, Inc",23,"1,071",NA,Public Health,MED,Iowa,200003014,NA,12-Apr-18,2018,US Department of Health and Human Services,DISC,4
2305,Texas Health Physicians Group,23,"3,808",NA,Public Health,MED,Texas,200003010,NA,13-Apr-18,2018,US Department of Health and Human Services,HACK,4
2306,Wisconsin Department of Health Services,23,779,NA,Public Health,MED,Wisconsin,200003020,NA,3-Apr-18,2018,US Department of Health and Human Services,PHYS,4
2307,Oklahoma Department of Human Services,23,"47,000",NA,Public Health,MED,Oklahoma,200002762,NA,5-Dec-17,2017,US Department of Health and Human Services,HACK,12
2308,The Department of Aging and Disability Services,23,"6,600",NA,Public Health,MED,Texas,200001619,NA,11-Jun-15,2015,US Department of Health and Human Services,DISC,6
2309,Georgia Department of Community Health ,23,"355,127",NA,Public Health,MED,Georgia,200001524,NA,2-Mar-15,2015,US Department of Health and Human Services,HACK,3
2310,Virginia Department of Medical Assistance Services (VA-DMAS),23,"697,586",NA,Public Health,MED,Virginia,200001533,NA,12-Mar-15,2015,US Department of Health and Human Services,HACK,3
2311,Montana Department of Public Health & Human Services,23,"1,062,510",NA,Public Health,MED,Montana,200001355,NA,7-Jul-14,2014,US Department of Health and Human Services,HACK,7
2312,"State Long Term Care Ombudsmans Office, Michigan Department of Community Health",23,"2,595",NA,Public Health,MED,Michigan,200001289,NA,3-Apr-14,2014,US Department of Health and Human Services,PHYS,4
2313,Hillsborough County Aging Services Department,23,650,NA,Public Health,MED,Florida,200002105,NA,16-Feb-17,2017,US Department of Health and Human Services,PHYS,2
2314,Santa Cruz County Health Services Agency,23,"25,000",NA,Public Health,MED,California,200001945,NA,2-Sep-16,2016,US Department of Health and Human Services,DISC,9
2315,CA Department of Developmental Services,23,"582,174",NA,Public Health,MED,California,200003016,NA,6-Apr-18,2018,US Department of Health and Human Services,DISC,4
2316,Rhode Island Executive Office of Health and Human Services,23,"1,100",NA,Public Health,MED,Rhode Island,200002956,NA,27-Feb-18,2018,US Department of Health and Human Services,DISC,2
2317,North Dakota Department of Human Services,23,"2,452",NA,Public Health,MED,North Dakota,200002209,NA,1-Jun-17,2017,US Department of Health and Human Services,PHYS,6
2318,New York City Human Resources Administration/Department of Social Services,23,"2,078",NA,Public Health,MED,New York,200003049,NA,11-May-18,2018,US Department of Health and Human Services,DISC,5
2319,Montana Department of Public Health and Human Service,23,5,NA,Public Health,MED,Maryland,200002402,NA,23-Jun-14,2014,Maryland Attorney General,DISC,6
2320,Kansas Department for Aging and Disability Services (KDADS),23,"11,000",NA,Public Health,GOV,Kansas,200002935,NA,8-Mar-18,2018,Government Agency,HACK,3
2321,Florida Department of Agriculture,23,"16,659",NA,Public Health,GOV,Florida,200002173,Jacksonville,23-May-17,2017,Media,HACK,5
2322,Oregon Employment Department/WorkSource Oregon,23,"850,000",NA,Public Health,GOV,Oregon,200000234,Portland,10-Oct-14,2014,Media,HACK,10
2323,Pennsylvania Revenue Department,23,865,NA,Public Health,GOV,NA,200000800,Harrisburg,12-Jul-16,2016,Media,PORT,7
2324,Alabama Department of Public Health,23,"1,554",Southeast,Public Health,GOV,NA,100001900,Montgomery,11/5/2007,2007,Dataloss DB,DISC,11
2325,"California Department of Public Health, Bakersfield Memorial Hospital",23,-1,West,Public Health,GOV,California,100014000,Bakersfield,6/5/2012,2012,California Attorney General,PHYS,6
2326,U.S. Department of Health and Human Services,23,-1,NA,Public Health,GOV,District Of Columbia,200001041,Washington ,5-Aug-16,2016,Media,PORT,8
2327,Tulare County Health and Human Services,23,845,NA,Public Health,GOV,California,200000328,Visalia,6-Apr-15,2015,California Attorney General,DISC,4
2328,"Department of Medical Assistance Services, Affiliated Computer Services (ACS), Inc.",23,-1,Southeast,Public Health,MED,Virginia,100024100,Richmond,3/22/2012,2012,HHS via PHIPrivacy.net,DISC,3
2329,Washington State Health Authority (HCA),23,-1,NA,Public Health,GOV,District Of Columbia,200000556,Washington,9-Feb-16,2016,Media,INSD,2
2330,ENT & Allergy Center,23,"16,200",NA,Public Health,MED,Arkansas,200000763,Fayetteville,1-Jun-16,2016,Government Agency,HACK,6
2331,Alaska Department of Health and Social Services,23,0,NA,Public Health,GOV,Alaska,200002600,Anchorage,6-Sep-17,2017,Media,HACK,9
2332,Agency of Human Services,23,0,NA,Public Health,GOV,Vermont,200000069,Williston,3-Jan-14,2014,Vermont Attorney General,DISC,1
2333,Virginia Premier Health Plan (VPHP),23,"25,513",NA,Public Health,MED,Virginia,200001209,NA,10-Jan-14,2014,US Department of Health and Human Services,PHYS,1
2334,"Muir Medical Group, IPA. Inc.",23,500,NA,Public Health,MED,California,200003077,NA,22-May-18,2017,Security Breach Letter,PHYS,5
2335,Blue Island Radiology,24,-1,Midwest,Clinical Lab,MED,Illinois,100010600,Blue Island,7/14/2010,2010,PHIPrivacy.net,PORT,7
2336,Dearfield Medical Building,24,-1,Northeast,Clinical Lab,MED,Connecticut,100023000,Greenwich,6/6/2007,2007,Dataloss DB,PHYS,6
2337,"St. Joseph's Medical Center, HealthCare Clinical Laboratory, Patient Service Center",24,712,West,Clinical Lab,MED,California,100088100,Stockton,3/29/2012,2012,Dataloss DB,PHYS,3
2338,Clinical Reference Laboratory,24,"4,668",NA,Clinical Lab,MED,Kansas,200000656,Lenexa ,3-Mar-15,2015,Government Agency,DISC,3
2339,Physicians Automated Laboratory,24,-1,West,Clinical Lab,MED,California,100072400,Bakersfield,5/24/2012,2012,PHIPrivacy.net,PHYS,5
2340,Physician's Automated Laboratory,24,-1,West,Clinical Lab,MED,California,100072300,Bakersfield,7/23/2012,2012,HHS via PHIPrivacy.net,PHYS,7
2341,Clinical Reference Laboratory,24,0,NA,Clinical Lab,MED,Kansas,200000043,Lenexa,9-Apr-14,2014,Vermont Attorney General,PHYS,4
2342,Labcorp,24,-1,Northeast,Clinical Lab,MED,New Jersey,100047700,Monroe,8/31/2006,2006,Dataloss DB,STAT,8
2343,"PST Services, Inc., Litton and Giddings Radiological Associates, P.C.",24,-1,West,Clinical Lab,MED,Montana,100077500,Springfield,10/11/2012,2012,PHIPrivacy.net,PHYS,10
2344,Integrity Transitional Hospital,24,0,NA,Clinical Lab,MED,Texas,200000924,Denton ,14-Oct-16,2016,California Attorney General,HACK,10
2345,VHS Genesis Lab,24,-1,Midwest,Clinical Lab,MED,Illinois,100108000,Berwyn,7/14/2010,2010,PHIPrivacy.net,PHYS,7
2346,Diamond Institute For Infertility & Menopause,24,-1,NA,Clinical Lab,MED,New Jersey,200001197,Millburn,4-May-17,2017,Vermont Attorney General,HACK,5
2347,Seacoast Radiology,24,231400,Northeast,Clinical Lab,MED,New Hampshire,100082500,Rochester,1/12/2011,2011,PHIPrivacy.net,HACK,1
2348,Planned Parenthood Southwest Ohio,24,"5,000",NA,Clinical Lab,MED,Ohio,200000597,Cincinnati,5-Feb-15,2015,Government Agency,DISC,2
2349,"Alliance HealthCare Services, Inc.",24,-1,West,Clinical Lab,MED,California,100002600,Newport Beach,10/11/2010,2010,HHS via PHIPrivacy.net,PORT,10
2350,Berkely HeartLab (BHL),24,-1,West,Clinical Lab,MED,California,100009300,Berkeley,11/15/2011,2011,PHIPrivacy.net,INSD,11
2351,Laboration Corporation of America LabCorp,24,-1,Southeast,Clinical Lab,MED,North Carolina,100047800,Burlington,3/27/2010,2010,Media,PHYS,3
2352,Computer Sciences Corporation,25,-1,Southeast,Analytics,BSO,North Carolina,100020600,Raleigh,4/3/2013,2013,California Attorney General,PORT,4
2353,"TennCare, New Mexico Human Services Department",25,"21,000",Midwest,Analytics,MED,Illinois,100092900,Chicago,6/9/2010,2010,Databreaches.net,PORT,6
2354,"Impairment Resources, LLC",25,14000,West,Analytics,MED,California,100041300,San Diego,3/12/2012,2012,California Attorney General,PORT,3
2355,Biomedical Systems Corp,25,0,NA,Analytics,BSO,Missouri,200002580,St. Louis,13-Mar-17,2017,Maryland Attorney General,HACK,3
2356,MongoDB,25,"26,000",NA,Analytics,BSO,New York,200002664,New York,5-Sep-17,2017,Media,HACK,9
2357,Boeing ,25,0,NA,Analytics,BSO,Washington,200000140,Seattle,11-Jul-14,2014,Media,HACK,7
2358,LoopPay,25,0,NA,Analytics,BSO,Massachusetts,200000435,Woburn,7-Oct-15,2017,Media,HACK,10
2359,Taconic Biosciences Inc.,25,0,NA,Analytics,BSO,New York,200002586,Hudson,8-Mar-17,2017,Maryland Attorney General,HACK,3
2360,TIC Gums Inc.,25,0,NA,Analytics,BSO,Maryland,200002573,White Marsh,17-Mar-17,2017,Maryland Attorney General,HACK,3
2361,Science Applications International Corp. (SAIC),25,"867,000",West,Analytics,BSO,California,100082300,San Diego,7/20/2007,2007,Dataloss DB,DISC,7
2362,"Carewise Health, Hewlett-Packard Enterprise Services",26,-1,Southeast,Disease Management,MED,Kentucky,100015000,Louisville,12/28/2012,2012,PHIPrivacy.net,HACK,12
2363,Verity Health System,26,-1,NA,Disease Management,MED,California,200000638,Redwood City,31-May-16,2016,California Attorney General,HACK,5
2364,"Elizabeth Kerner, M.D.",28,873,NA,Discharge Data,MED,Texas,200001565,NA,3-Apr-15,2015,US Department of Health and Human Services,DISC,4
2365,Jennie Stuart Medical Center,28,"1,500",NA,Discharge Data,MED,Kentucky,200001966,NA,23-Sep-16,2016,US Department of Health and Human Services,HACK,9
2366,Val Verde Regional Medical Center,28,"2,000",NA,Discharge Data,MED,Texas,200001806,NA,18-Mar-16,2016,US Department of Health and Human Services,HACK,3
2367,"Radiology Regional Center, PA",28,"483,063",NA,Discharge Data,MED,Florida,200001772,NA,12-Feb-16,2016,US Department of Health and Human Services,PHYS,2
2368,Independence Blue Cross and AmeriHealth New Jersey ,28,"12,450",NA,Discharge Data,MED,Pennsylvania,200001486,NA,26-Dec-14,2014,US Department of Health and Human Services,PHYS,12
2369,"Legal Sea Foods, LLC",28,0,NA,Discharge Data,MED,Massachusetts,200002405,NA,27-Jun-14,2014,Maryland Attorney General,HACK,6
2370,"Nephropathology Associates, PLC",28,"1,260",NA,Discharge Data,MED,Arkansas,200001703,NA,16-Oct-15,2015,US Department of Health and Human Services,DISC,10
2371,REEVE-WOODS EYE CENTER,28,"30,000",NA,Discharge Data,MED,California,200001462,NA,15-Nov-14,2014,US Department of Health and Human Services,PHYS,11
2372,"Central Ohio Urology Group, Inc.",28,"300,000",NA,Discharge Data,MED,Ohio,200001968,NA,23-Sep-16,2016,US Department of Health and Human Services,HACK,9
2373,TREMEC,28,5,NA,Discharge Data,MED,Maryland,200002322,NA,11-Sep-14,2014,Maryland Attorney General,PHYS,9
2374,Insurance Data Services,28,"2,918",NA,Discharge Data,MED,Michigan,200001696,NA,8-Oct-15,2015,US Department of Health and Human Services,PHYS,10
2375,"Vancouver Radiologists, PC",28,603,NA,Discharge Data,MED,Washington,200001779,NA,26-Feb-16,2016,US Department of Health and Human Services,DISC,2
2376,Duke LifePoint Conemaugh Memorial Medical Center,28,"1,551",NA,Discharge Data,MED,Pennsylvania,200001595,NA,15-May-15,2015,US Department of Health and Human Services,PHYS,5
2377,The University of New Mexico,28,"2,827",NA,Discharge Data,MED,New Mexico,200001875,NA,3-Jun-16,2016,US Department of Health and Human Services,DISC,6
2378,"Daniel A. Sheldon, M.D., P.A.",28,"2,075",NA,Discharge Data,MED,Florida,200001683,NA,16-Sep-15,2015,US Department of Health and Human Services,HACK,9
2379,"Seven Counties Services, Inc.",28,727,NA,Discharge Data,MED,Kentucky,200001447,NA,22-Oct-14,2014,US Department of Health and Human Services,DISC,10
2380,Graybill Medical Group,28,"1,863",NA,Discharge Data,MED,California,200001444,NA,15-Oct-14,2014,US Department of Health and Human Services,PHYS,10
2381,University of Pennsylvania Health System,28,661,NA,Discharge Data,MED,Pennsylvania,200001362,NA,16-Jul-14,2014,US Department of Health and Human Services,PHYS,7
2382,Dean Health Plan,28,960,NA,Discharge Data,MED,Wisconsin,200001717,NA,11-Nov-15,2015,US Department of Health and Human Services,PHYS,11
2383,Colorado Department of Health Care Policy & Financing,28,"15,380",NA,Discharge Data,MED,Colorado,200001439,NA,10-Oct-14,2014,US Department of Health and Human Services,DISC,10
2384,True Vision Eyecare,28,542,NA,Discharge Data,MED,Ohio,200001468,NA,21-Nov-14,2014,US Department of Health and Human Services,PHYS,11
2385,Comanche County Hospital Authority,28,"2,199",NA,Discharge Data,MED,Oklahoma,200001841,NA,25-Apr-16,2016,US Department of Health and Human Services,HACK,4
2386,Tennessee Rural Health Improvement Association,28,"79,000",NA,Discharge Data,MED,Tennessee,200001493,NA,13-Jan-15,2015,US Department of Health and Human Services,DISC,1
2387,Highlands Cashier Hospital,28,0,NA,Discharge Data,MED,North Carolina,200001476,NA,11-Dec-14,2014,US Department of Health and Human Services,DISC,12
2388,Life Care Center of Attleboro,28,"2,473",NA,Discharge Data,MED,Massachusetts,200001545,NA,20-Mar-15,2015,US Department of Health and Human Services,PHYS,3
2389,"SEIM JOHNSON, LLP",28,"30,972",NA,Discharge Data,MED,Nebraska,200001768,NA,8-Feb-16,2016,US Department of Health and Human Services,PHYS,2
2390,"BeHealthy Florida, Inc.",28,835,NA,Discharge Data,MED,Florida,200001706,NA,19-Oct-15,2015,US Department of Health and Human Services,DISC,10
2391,Belgrade Regional Health Center,28,854,NA,Discharge Data,MED,Maine,200001741,NA,18-Dec-15,2015,US Department of Health and Human Services,DISC,12
2392,VGM Homelink,28,"1,400",NA,Discharge Data,MED,Iowa,200001300,NA,18-Apr-14,2014,US Department of Health and Human Services,DISC,4
2393,IHS,28,620,NA,Discharge Data,MED,Maryland,200001341,NA,19-Jun-14,2014,US Department of Health and Human Services,DISC,6
2394,"The Longstreet Clinic, P. C.",28,720,NA,Discharge Data,MED,Georgia,200001401,NA,28-Aug-14,2014,US Department of Health and Human Services,PHYS,8
2395,"CareAll Management, LLC",28,"28,300",NA,Discharge Data,MED,Tennessee,200001384,NA,12-Aug-14,2014,US Department of Health and Human Services,PHYS,8
2396,Heard County EMA,28,0,NA,Discharge Data,MED,Georgia,200001445,Franklin,22-Oct-14,2014,US Department of Health and Human Services,HACK,10
2397,"Partners In Nephrology & Endocrinology, P.C.",28,0,NA,Discharge Data,MED,Pennsylvania,200001263,Butler,14-Mar-14,2014,US Department of Health and Human Services,HACK,3
2398,"Urological Associates of Southern Arizona, P.C.",28,"3,529",NA,Discharge Data,MED,Arizona,200001369,NA,25-Jul-14,2014,US Department of Health and Human Services,PHYS,7
2399,Riverside Medical Group,28,0,NA,Discharge Data,MED,California,200001211,NA,13-Jan-14,2014,US Department of Health and Human Services,HACK,1
2400,Community Health Systems Professional Services Corporations,28,0,NA,Discharge Data,MED,Tennessee,200001394,Franklin,21-Aug-14,2014,US Department of Health and Human Services,HACK,8
2401,"Tufts Associated Health Maintenance Organization, Inc. and Tufts Insurance Company ",28,"8,830",NA,Discharge Data,MED,Massachusetts,200001304,NA,24-Apr-14,2014,US Department of Health and Human Services,PHYS,4
2402,Northwestern Memorial HealthCare,28,0,NA,Discharge Data,MED,Illinois,200001485,NA,23-Dec-14,2014,US Department of Health and Human Services,HACK,12
2403,"Indian Health Service, Aberdeen Area Office",28,0,NA,Discharge Data,MED,South Dakota,200001458,Aberdeen,13-Nov-14,2014,US Department of Health and Human Services,HACK,11
2404,Houston Methodist Hospital,28,0,NA,Discharge Data,MED,Texas,200001200,Houston,2-Jan-14,2014,US Department of Health and Human Services,HACK,1
2405,Temple Physicians Inc.,28,0,NA,Discharge Data,MED,Pennsylvania,200001212,Philidelphia,13-Jan-14,2014,US Department of Health and Human Services,HACK,1
2406,"U.S. Health Holdings, Ltd. o/b/o Macomb County, Michigan",28,"6,302",NA,Discharge Data,MED,Michigan,200001427,NA,1-Oct-14,2014,US Department of Health and Human Services,DISC,10
2407,"Todd M. Burton, M.D.",28,"5,000",NA,Discharge Data,MED,Texas,200001262,NA,13-Mar-14,2014,US Department of Health and Human Services,PHYS,3
2408,Iron Mountain Records Management,28,"1,674",NA,Discharge Data,MED,California,200001385,NA,13-Aug-14,2014,US Department of Health and Human Services,PHYS,8
2409,Data Media,28,600,NA,Discharge Data,MED,Georgia,200001252,NA,28-Feb-14,2014,US Department of Health and Human Services,UNKN,2
2410,"Doctors First Choice Billings, Inc.",28,"1,831",NA,Discharge Data,MED,Florida,200001337,NA,12-Jun-14,2014,US Department of Health and Human Services,HACK,6
2411,MDF Transcription Services,28,"15,265",NA,Discharge Data,MED,Massachusetts,200001314,NA,29-Apr-14,2014,US Department of Health and Human Services,UNKN,4
2412,Pair Networks Inc.,28,"8,845",NA,Discharge Data,MED,Pennsylvania,200001248,NA,26-Feb-14,2014,US Department of Health and Human Services,DISC,2
2413,Courier Corporation of Hawaii,28,"2,809",NA,Discharge Data,MED,Hawaii,200001512,NA,11-Feb-15,2015,US Department of Health and Human Services,PHYS,2
2414,"Orlando Health, Inc.",28,586,NA,Discharge Data,MED,Florida,200001274,NA,24-Mar-14,2014,US Department of Health and Human Services,PHYS,3
2415,SSM Health Cancer Care,28,643,NA,Discharge Data,MED,Missouri,200001700,NA,9-Oct-15,2015,US Department of Health and Human Services,DISC,10
2416,St Joseph Health System,28,"405,000",NA,Discharge Data,MED,Texas,200001232,NA,5-Feb-14,2014,US Department of Health and Human Services,HACK,2
2417,Black Hawk College,28,"1,000",NA,Discharge Data,MED,Illinois,200002046,NA,8-Dec-16,2016,US Department of Health and Human Services,HACK,12
2418,"Min Yi, M.D.",28,"4,676",NA,Discharge Data,MED,California,200001233,NA,5-Feb-14,2014,US Department of Health and Human Services,PHYS,2
2419,Cook County Health & Hospitals System,28,"22,511",NA,Discharge Data,MED,Illinois,200001210,NA,11-Jan-14,2014,US Department of Health and Human Services,UNKN,1
2420,Minneapolis VA Health Care System,28,500,NA,Discharge Data,MED,Minnesota,200001364,NA,17-Jul-14,2014,US Department of Health and Human Services,DISC,7
2421,"Wal-Mart Stores, Inc.",28,"27,393",NA,Discharge Data,MED,Arkansas,200001880,NA,8-Jun-16,2016,US Department of Health and Human Services,DISC,6
2422,Thomas H. Boyd Memorial Hospital,28,"8,300",NA,Discharge Data,MED,Illinois,200001603,NA,21-May-15,2015,US Department of Health and Human Services,DISC,5
2423,Midwest Orthopaedic Center SC,28,680,NA,Discharge Data,MED,Illinois,200001366,NA,23-Jul-14,2014,US Department of Health and Human Services,DISC,7
2424,Cedars-Sinai Health System,28,"33,136",NA,Discharge Data,MED,California,200001417,NA,10-Sep-14,2014,US Department of Health and Human Services,PHYS,9
2425,Children's National Medical Center,28,"18,000",NA,Discharge Data,MED,District Of Columbia,200001517,NA,24-Feb-15,2015,US Department of Health and Human Services,HACK,2
2426,"Hubbard-Bert, Inc.",28,22,NA,Discharge Data,MED,Pennsylvania,200002423,Erie,13-May-14,2014,Maryland Attorney General,DISC,5
2427,"Mercy Medical Center Redding - Oncology Clinic, Privacy Manager Breach",28,0,NA,Discharge Data,MED,California,200001484,Redding,22-Dec-14,2014,US Department of Health and Human Services,HACK,12
2428,Berkshire Medical Center,28,"1,745",NA,Discharge Data,MED,Massachusetts,200002030,NA,23-Nov-16,2016,US Department of Health and Human Services,DISC,11
2429,"TriHealth, Inc.",28,"1,126",NA,Discharge Data,MED,Ohio,200002083,NA,19-Jan-17,2017,US Department of Health and Human Services,DISC,1
2430,"Midlands Orthopaedics, P.A. ",28,"3,902",NA,Discharge Data,MED,South Carolina,200001722,NA,13-Nov-15,2015,US Department of Health and Human Services,HACK,11
2431,PeaceHealth,28,"1,407",NA,Discharge Data,MED,Washington,200001729,NA,30-Nov-15,2015,US Department of Health and Human Services,DISC,11
2432,"My Pediatrician, PA",28,"2,500",NA,Discharge Data,MED,Florida,200001874,NA,1-Jun-16,2016,US Department of Health and Human Services,HACK,6
2433,Health Care Solutions at Home Inc.,28,"1,139",NA,Discharge Data,MED,Ohio,200001241,NA,14-Feb-14,2014,US Department of Health and Human Services,PHYS,2
2434,North Big Horn Hospital,28,"1,607",NA,Discharge Data,MED,Wyoming,200001472,NA,1-Dec-14,2014,US Department of Health and Human Services,PHYS,12
2435,Cigna-HealthSpring,28,862,NA,Discharge Data,MED,Tennessee,200001555,NA,2-Apr-15,2015,US Department of Health and Human Services,DISC,4
2436,BlueCross BlueShield of South Carolina ,28,998,NA,Discharge Data,MED,South Carolina,200001770,NA,12-Feb-16,2016,US Department of Health and Human Services,DISC,2
2437,"Young Adult Institute, Inc.",28,913,NA,Discharge Data,MED,New York,200002034,NA,28-Nov-16,2016,US Department of Health and Human Services,PHYS,11
2438,Salina Health Education dba Salina Healthcare Center,28,"9,640",NA,Discharge Data,MED,Kansas,200001330,NA,5-Jun-14,2014,US Department of Health and Human Services,DISC,6
2439,"Ladies First Choice, Inc.",28,"2,365",NA,Discharge Data,MED,Florida,200001303,NA,23-Apr-14,2014,US Department of Health and Human Services,PHYS,4
2440,Coulee Medical Center,28,"2,500",NA,Discharge Data,MED,Washington,200001204,NA,3-Jan-14,2014,US Department of Health and Human Services,PHYS,1
2441,South Sunflower County Hospital,28,"19,000",NA,Discharge Data,MED,Mississippi,200001507,NA,4-Feb-15,2015,US Department of Health and Human Services,PHYS,2
