OrgID,Name,SourceType
200002753,Rocky Mountain Health Care Services,Breaches
200002718,Hyatt Hotels,Breaches
200002730,Club Sport San Ramon/Oakwood Athletic Club,Breaches
200002732,Far Niente Winery,Breaches
200002754,UPMC Susquehanna,Breaches
200002731,Cheddar's Scratch Kitchen,Breaches
200002733,CafeMom,Breaches
200002755,"Sports Medicine & Rehabilitation Therapy, Inc.",Breaches
200002734,ABM Industries,Breaches
200002735,Bakersfield City School District,Breaches
200002756,Family & Cosmetic Dentistry of the Rockies,Breaches
200002738,Gary W. Janke,Breaches
200002737,GNAC,Breaches
200002736,Los Angeles County Department of Mental Health,Breaches
200002716,Main Department of Health and Human Services,Breaches
200002712,Lovense,Breaches
200002758,"Otolaryngology Associates of Central New Jersey, P.C.",Breaches
200002757,The Lowell General Hospital,Breaches
200002740,Chapman University,Breaches
200002739,Corovan/Corodata/Klinger Moving ,Breaches
200002741,"Tween Brands, Inc.",Breaches
200002711,Aetna Inc.,Breaches
200002668,Valley Family Medicine,Breaches
200002742,HumanGood,Breaches
200002743,Kimberly-Clark,Breaches
200002669,East Central Kansas Area Agency on Aging,Breaches
200002744,Home Box Office (HBO),Breaches
200002671,Florida Blue ,Breaches
200002672,Catholic Charities of the Diocese of Albany,Breaches
200002673,Cook County Health & Hospitals System,Breaches
200002745,"Chiorini, Hunt & Jacobs, Certified Public Accountants",Breaches
200002670,Texas Children's Health Plan,Breaches
200002674,"Arch City Dental, LLC - Drs. Baloy and Donatelli",Breaches
200002675,"MGA Home Healthcare Colorado, Inc.",Breaches
200002676,TJ Samson Community Hospital,Breaches
200002677,Brevard Physician Associates,Breaches
200002722,Tarte Cosmetics,Breaches
200002678,"Aetna, Inc.",Breaches
200002679,Recovery Institute of the South East P.A.,Breaches
200002681,EMERGENCY COVERAGE CORPORATION ,Breaches
200002682,Iowa Department of Human Services,Breaches
200002684,Mann-Grandstaff VA Medical Center,Breaches
200002683,The Union Labor Life Insurance Company,Breaches
200002685,Insulet Corporation,Breaches
200002746,Union Labor Life Insurance Company,Breaches
200002686,Carolina Oncology Specialists,Breaches
200002710,We Heart It,Breaches
200002720,Catholic United Financial,Breaches
200002687,MHC Coalition for Health and Wellness,Breaches
200002689,Bridget P Early MD LLC d/b/a Namaste Health Care,Breaches
200002690,"Orthopedics NY, LLP",Breaches
200002719,T-Mobile,Breaches
200002691,"RiverMend Health, LLC",Breaches
200002692,Lifestyle Therapy & Coaching,Breaches
200002693,John Hancock Life Insurance Company (U.S.A.),Breaches
200002694,Chase Brexton Health Care,Breaches
200002663,Arkansas Oral Facial Surgery,Breaches
200002695,LSU Health Care Services Division,Breaches
200002696,Amida Care,Breaches
200002697,Briggs & Stratton Corporation,Breaches
200002661,Whole Foods,Breaches
200002698,"Riaz Baber, M.D., S.C.",Breaches
200002699,Advanced Spine & Pain Center,Breaches
200002700,"Kraig R. Pepper, D.O., P.A.",Breaches
200002701,Patients Choice,Breaches
200002660,Sonic Drive-In,Breaches
200002702,Houston Methodist Hospital,Breaches
200002662,Adobe,Breaches
200002657,Deloitte,Breaches
200002703,Our Lady of the Angels Hospital,Breaches
200002635,SVR Tracking,Breaches
200002704,Spokane VA Medical Center,Breaches
200002705,Mercy Health Love County Hospital and Clinic ,Breaches
200002658,Viacom,Breaches
200002633,SEC,Breaches
200002706,PeaceHealth,Breaches
200002707,MN Urology,Breaches
200002708,"W. W. Grainger, Inc.",Breaches
200002709,Urological Associates of Central Jersey P.A.,Breaches
200002606,The MS Center of Saint Louis and Mercy Clinic Neurology - Town and Country ,Breaches
200002603,Arkansas Department of Medicaid ,Breaches
200002607,Medical Mutual of Ohio,Breaches
200002659,Vevo,Breaches
200002602,Equals3,Breaches
200002608,"ABB, Inc.",Breaches
200002604,ABB Inc.,Breaches
200002609,Children's Hospital Colorado,Breaches
200002610,Network Health,Breaches
200002605,Cohn Handles Sturm,Breaches
200002634,Home Point Financial,Breaches
200002611,Ridgeview Medical Center,Breaches
200002613,Florida Healthy Kids Corporation,Breaches
200002601,Equifax Corporation,Breaches
200002612,University of Wisconsin - Madison,Breaches
200002600,Alaska Department of Health and Social Services,Breaches
200002664,MongoDB,Breaches
200002614,Community Memorial Health System,Breaches
200002615,"CBS Consolidated, Inc.",Breaches
200002597,BroadSoft,Breaches
200002616,"Med-Cert, Inc.",Breaches
200002619,Adult Internal Medicine of North Scottsdale,Breaches
200002620,"Consultants Choice, P.A.",Breaches
200002621,"MetroPlus Health Plan, Inc. ",Breaches
200002622,"The Neurology Foundation, Inc.",Breaches
200002618,Hand & Upper Extremity Centers dba Hand Rehabilitation Specialists,Breaches
200002617,State of Alaska Department of Health and Social Services,Breaches
200002595,Kaleida Health,Breaches
200002596,McLaren Medical Group (MMG),Breaches
200002665,Kaleida Health,Breaches
200002623,Mercy Hospital Logan County ,Breaches
200002593,Kaiser,Breaches
200002594,Instagram,Breaches
200002592,Silver Cross Hospital,Breaches
200002624,Aetna Inc.,Breaches
200002625,"Medical Oncology Hematology Consultants,PA",Breaches
200002598,CoreLogic/Credco,Breaches
200002599,Massachusetts Mutual Life Insurance Company,Breaches
200002626,"Waco Otolaryngology Associates d/b/a Waco Ear, Nose, & Throat",Breaches
200002627,Kaleida Health,Breaches
200002587,Zymo Research,Breaches
200002570,The City of Beaumont,Breaches
200002588,St. Marks Surgery Center,Breaches
200002666,St. Mark's Surgery Center,Breaches
200002628,"McLaren Medical Group, Mid-Michigan Physicians Imaging Center",Breaches
200002568,The City Of Oceanside,Breaches
200002629,"Oncology Consultants, P.A.",Breaches
200002630,Northeast OB/GYN Associates,Breaches
200002632,South Bend Orthopaedic Associates Inc,Breaches
200002631,Institute for Women's Health,Breaches
200002558,South Washington County School District,Breaches
200002559,Mercy Family Medicine,Breaches
200000847,Virgin Mobile,Breaches
200002565,Native Canada Footwear,Breaches
200002555,Performant Financial Corporation,Breaches
200002560,Pacific Alliance Medical Center,Breaches
200002561,"MDeverywhere, Inc.",Breaches
200002562,Surgical Dermatology Group,Breaches
200002551,Parkbytext,Breaches
200002554,UCLA,Breaches
200002553,Linn County Auditor,Breaches
200002552,Bloomberg,Breaches
200002563,City of Hope,Breaches
200002550,Shelby County Tennessee,Breaches
200002564,Northwest Rheumatology,Breaches
200002523,HBO,Breaches
200002516,Wells Fargo,Breaches
200002519,Anthem,Breaches
200002667,Anthem Blue Cross Blue Shield,Breaches
200002589,Plastic Surgery Associates of South Dakota,Breaches
200002529,Braun Dermatology & Skin Cancer Center,Breaches
200002517,Steel Technology LLC dba Hydro Flask,Breaches
200002520,Hilderbrand and Clark Certified Public Accountant,Breaches
200002518,Hamilton Zanze Real Estate Investments,Breaches
200002521,Virgin America,Breaches
200002522,Avanti Markets Inc.,Breaches
200002590,Women's Health Care Group of Pennsylvania,Breaches
200002531,Performance Physical Therapy and Wellness,Breaches
200002515,"Value Eyecare Network, Inc (39dollarglasses.com)",Breaches
200002510,Kansas Department of Commerce,Breaches
200002532,Massachusetts Department of Public Health - Tewksbury Hospital,Breaches
200002530,The University of Vermont Medical Center,Breaches
200002514,J. Palmer & Company,Breaches
200002524,"Kevin J. Palmer and Company, An Accounting Corporation",Breaches
200002533,"SAGE DENTAL MANAGEMENT, LLC",Breaches
200002513,Hathaway-Sycamores Child and Family Services,Breaches
200002511,Keller Williams Realty,Breaches
200002512,Sports Memorabilia.com,Breaches
200002591,UC Davis Health,Breaches
200002534,"Women's Health Care Group of PA, LLC",Breaches
200002535,"Braun Internal Medicine, P.C.",Breaches
200002536,Detroit Medical Center,Breaches
200002537,Professional Counseling & Medical Associates,Breaches
200002507,Walk in the Word Ministries,Breaches
200002491,YMCA of San Diego,Breaches
200002490,Verizon,Breaches
200002508,La Quinta Center for Cosmetic Surgery,Breaches
200002538,LC&Z General and Cosmetic Dentistry,Breaches
200002539,White Coats Wellness,Breaches
200002509,"Movement Mortgage, LLC",Breaches
200002540,"Andrea Yaley, DDS",Breaches
200002500,Ledet Family Chiropractic Cener,Breaches
200002501,Rosalind Franklin University of Medicine ,Breaches
200002542,"Unconditional Love, Incorporated",Breaches
200002543,"Peachtree Neurological Clinic, P.C.",Breaches
200002541,University of Mississippi Medical Center,Breaches
200002525,"Real Estate Business Services, Inc.",Breaches
200002526,Spark Pay,Breaches
200002544,University of California Davis Health,Breaches
200002545,Walnut Place,Breaches
200002546,The Dermatology Center of Raleigh PA,Breaches
200002489,Erie County Office of Children and Youth,Breaches
200002221,DXC Technology,Breaches
200002499,"PVHS-ICM Employee Health and Wellness, LLC as covered entity and business associate",Breaches
200002547,Kennebunk Center for Dentistry ,Breaches
200002495,California Pacific Orthopaedics and Sports Medicine,Breaches
200002496,Community Link Inc,Breaches
200002497,Baptist Medical Center South,Breaches
200002498,Enterprise Services LLC,Breaches
200002548,White Blossom Care Center,Breaches
200002528,Meepos & Company CPA's,Breaches
200002527,White Blossom Care Center,Breaches
200002494,FastHealth Corporation,Breaches
200002549,"Paul C. Gering, Jr., M.D.",Breaches
200002556,Paul Stuart,Breaches
200002493,"Pediatric Healthcare Solutions, a Division of ProHEALTH",Breaches
200002228,Enterprise Services LLC,Breaches
200002219,Texas Association of School Boards,Breaches
200002227,Saint Thomas Rutherford Hospital,Breaches
200002557,Caliber Home Loans,Breaches
200002195,Miami Dade County School District,Breaches
200002224,"Cleveland Medical Associates, PLLC",Breaches
200002225,Tampa Bay Surgery Center,Breaches
200002226,Aetna Inc.,Breaches
200002193,The Buckle Inc.,Breaches
200002223,Family Tree Health Clinic,Breaches
200002567,Bed Bath & Beyond,Breaches
200002192,Deep Root Analytics,Breaches
200002566,Occidental College,Breaches
200002215,"Airway Oxygen, Inc.",Breaches
200002220,GOLFTEC,Breaches
200002194,Oklahoma University,Breaches
200002216,Yeo & Yeo CPAs & Business Consultants,Breaches
200002213,SSM DePaul Medical Group (Dr. Syed Khader),Breaches
200002212,Tennessee Rural Health Improvement Association,Breaches
200002211,Southwest Community Health Center,Breaches
200002210,Toth Enterprises II d/b/a Victory Medical,Breaches
200002184,Dr. Zain Kadri,Breaches
200002218,Signature Hardware,Breaches
200002191,Game Stop,Breaches
200002208,"LKM ENTERPRISES, INC.",Breaches
200002183,OneLogin,Breaches
200002207,CCHI Insurance Services,Breaches
200002209,North Dakota Department of Human Services,Breaches
200002190,"N. Fred Eaglstein, D.O. d/b/a Dermatology and Laser Center",Breaches
200002206,"N. Fred Eaglstein, D.O. d/b/a Dermatology and Laser Center",Breaches
200002182,Mallard Creek High School,Breaches
200002181,Augusta University and Augusta University Medical Center,Breaches
200002203,Beacon Health System,Breaches
200002204,"Sound Community Services, Inc.",Breaches
200002189,Mississippi Division of Medicaid,Breaches
200002201,Mississippi Division of Medicaid,Breaches
200002202,"AU Medical Center, Inc.",Breaches
200002178,The Arizona Department of Health Services,Breaches
200002200,UW Health,Breaches
200002188,"D. Andrew Loomis MD, Paula Schulze MD,Tammara Stefanelli MD, Christen Vu DO, Anja Crider MD",Breaches
200002199,"D. Andrew Loomis MD, Paula Schulze MD,Tammara Stefanelli MD, Christen Vu DO, Anja Crider MD",Breaches
200002180,Cameron County,Breaches
200002173,Florida Department of Agriculture,Breaches
200002187,Children's Mercy Hospital,Breaches
200002198,Children's Mercy Hospital,Breaches
200002172,Vine,Breaches
200002721,Rite Aid,Breaches
200002186,"Neeley-Nemeth, LLP d/b/a Barton Oaks Dental Group",Breaches
200002197,"Neeley-Nemeth, LLP d/b/a Barton Oaks Dental Group",Breaches
200002185,Kennewick General Hospital dba Trios Health,Breaches
200002196,Kennewick General Hospital dba Trios Health,Breaches
200002504,UNM Foundation,Breaches
200002505,ITA Group,Breaches
200002177,Sabre Corporation,Breaches
200002506,Rite Aid,Breaches
200002179,MolinaHealthcare.com,Breaches
200002502,Talx Corporation,Breaches
200001192,DocuSign,Breaches
200002503,KURU Footwear,Breaches
200002171,Walnut Place,Breaches
200001193,"Massood & Company, P.A.",Breaches
200001190,Brooks Brothers,Breaches
200001195,Intuit,Breaches
200001194,Snake River Farms,Breaches
200001191,Bronx Lebanon Hospital Center,Breaches
200002170,New York City Health and Hospitals Corporation - Coney Island Hospital,Breaches
200001188,DRB Systems LLC,Breaches
200002168,Clinton County Board of Developmental Disabilities,Breaches
200002169,"Jones Family Practice, P.A.",Breaches
200001196,"Horizon Media, Inc.",Breaches
200001197,Diamond Institute For Infertility & Menopause,Breaches
200002165,LSU Healthcare Network,Breaches
200002166,AeroCare Holdings,Breaches
200002167,"Mecklenburg County, North Carolina",Breaches
200001186,Gannett Co,Breaches
200001187,Google Docs,Breaches
200002492,Sabre Corporation,Breaches
200001185,Harrisburg Endoscopy and Surgery Center,Breaches
200002164,Capital Nephrology,Breaches
200001198,"Pratt Industries, Inc. ",Breaches
200001183,Sabre Corporation,Breaches
200001184,American Optometric Association,Breaches
200001189,McDavid Inc,Breaches
200001199,Hill Country Memorial Hospital ,Breaches
200002163,Nova Southeastern University,Breaches
200001180,Larson Studios,Breaches
200002159,Spine Specialist,Breaches
200002160,Harrisburg Gastroenterology Ltd,Breaches
200002161,"Diamond Institute for Fertility and Menopause, LLC",Breaches
200002162,Michagan Facial Aesthetic Surgeons d/b/a University Physician Group,Breaches
200001182,Extreme Reach,Breaches
200001179,Chipotle Mexican Grill,Breaches
200002158,Memorial Hospital Clinic South,Breaches
200001178,Los Angeles City Employees Retirement System,Breaches
200001181,I Love Kick Boxing (ILKB LLC),Breaches
200002154,Behavioral Health Center,Breaches
200002155,Lifespan Corporation,Breaches
200002156,Iowa Veterans Home,Breaches
200002157,Atlantic Digestive Specialists  ,Breaches
200001177,Campbell Union High School District,Breaches
200001172,Fashion Fantasy Game,Breaches
200002153,"Valley Women's Health, S.C.",Breaches
200001176,Northrop Grumman Systems Corporation,Breaches
200002152,Humana Inc [case # HU17001CC],Breaches
200001174,DLD Accountancy,Breaches
200001175,Combat Brands,Breaches
200002150,"MVP Health Care, Inc.",Breaches
200002151,Western Health Screening,Breaches
200001167,Delta Career Education Corporation,Breaches
200001169,"Six Continents Hotels, Inc. dba InterContinental Hotels Group",Breaches
200001168,Westlake Touchless Car Wash,Breaches
200001170,Neiman Marcus Group,Breaches
200001171,"Jack Anthony Industries, Inc.",Breaches
200002149,Area Agency of Aging 1-B,Breaches
200001165,Fingerhut,Breaches
200001166,Alamo Capital,Breaches
200002148,"Eyecare Services Partners Management, LLC",Breaches
200001173,Schoolzilla,Breaches
200002147,"Amedisys West Virginia, LLC",Breaches
200001163,WildWater Express Carwash,Breaches
200001164,Acme Car Wash and Clearwater Express,Breaches
200002146,Cardiology Center of Acadiana,Breaches
200001160,IRS Data Retrieval Tool,Breaches
200001162,Edgar & Associates LLP,Breaches
200002143,Ashland Women's Health,Breaches
200001161,Auto Pride Car Wash,Breaches
200002144,"University of Oklahoma, OU Physicians",Breaches
200002145,Carson Valley Medical Center,Breaches
200002142,Memorial Healthcare,Breaches
200002139,Women's Care of Somerset,Breaches
200002140,"Skin Cancer Specialists, P.C.",Breaches
200002141,"Apex EDI, Inc.",Breaches
200002651,Huckstep Holdings Corp. d/b/a TechWise,Breaches
200002636,CFG Community Bank,Breaches
200001157,Quench,Breaches
200001158,ShowTix4U,Breaches
200001156,Oilandgasjobsearch.com,Breaches
200002571,CFG Community Bank,Breaches
200001155,Mollie Stone's Markets,Breaches
200001145,America's Job Link Alliance,Breaches
200001154,easybreathe.com,Breaches
200001146,Med Center Health,Breaches
200002138,"ABCD Pediatrics, P.A.",Breaches
200002137,Lane Community College Health Clinic,Breaches
200002136,Washington University School of Medicine,Breaches
200001153,For the Inspiration and Recognition of Science and Technology,Breaches
200002134,"Specialty Dental Partners of Philadelphia, PLLC.- DBA Rich Orthodontics",Breaches
200002133,Hospice of North Central Ohio,Breaches
200002135,WellSpan Health,Breaches
200001147,Metropolitan Urology Group,Breaches
200001159,WellSpan Health,Breaches
200002132,"Urology Austin, PLLC",Breaches
200001144,The Washington State Liquor and Cannabis Board,Breaches
200001152,Urology Austin,Breaches
200002637,National Safety Council,Breaches
200002572,National Safety Council,Breaches
200001143,Bulletproof,Breaches
200001148,Praetorian Digital/ PoliceOne Forum,Breaches
200001151,LYFE Kitchen Notice of Data Breach,Breaches
200001149,Rent the Runway,Breaches
200001150,Schurman Retail Group,Breaches
200002130,Highland Rivers Community Service Board,Breaches
200002131,UNC Health Care,Breaches
200001142,Campbell Taylor & Company Certified Public Accountants & Consultants,Breaches
200002573,TIC Gums Inc.,Breaches
200002128,Houston Methodist Hospital,Breaches
200002129,"Rocky Mountain Health Maintenance Organization, Inc.",Breaches
200002638,"TIC Gums, Inc",Breaches
200001140,American Tire Distributors,Breaches
200001141,Hampton Jitney and Ambassador Riders,Breaches
200002126,"Estill County Chiropractic, PLLC",Breaches
200002127,St. Charles Health System,Breaches
200002639,Defense Point Security LLC,Breaches
200001137,Defense Point Security,Breaches
200001139,NSC Technologies,Breaches
200002575,Aflac,Breaches
200001138,Select Restaurants Inc. ,Breaches
200001129,Virginia Commonwealth University (VCU) Health System,Breaches
200001130,Denton Heart Group,Breaches
200001131,BJC HealthCare Raising St. Louis,Breaches
200001132,Tarleton Medical,Breaches
200001133,Summit Reinsurances Services,Breaches
200002640,LookingGlass Cyber Solutions Inc.,Breaches
200001124,Twitter Counter,Breaches
200002574,Looking Glass Cyber Solutions Inc.,Breaches
200002576,Rand McNally,Breaches
200002577,Vertex Wireless,Breaches
200001123,Dunn and Bradstreet,Breaches
200001128,Wishbone,Breaches
200001136,Zest Dental Solutions,Breaches
200002580,Biomedical Systems Corp,Breaches
200002125,Local 693 Plumbers & Pipefitters Health & Welfare Fund,Breaches
200002578,Tyler Technologies Inc.,Breaches
200002579,"Faller Kincheloe & Co., PLC",Breaches
200001135,Ondracek & Company,Breaches
200001134,Hutchinson and Bloodgood LLP,Breaches
200002123,"Primary Care Specialists, Inc.",Breaches
200002124,St. Louis Children's Hospital,Breaches
200002641,Matthews Carter and Boyce CPA Advisors,Breaches
200002582,Matthews Carter and Boyce CPA Advisors,Breaches
200002586,Taconic Biosciences Inc.,Breaches
200002645,"Taconic Biosciences, Inc.",Breaches
200002122,CVS Health,Breaches
200001122,prAna,Breaches
200001125,River City Media,Breaches
200002583,"Friedman & Perry, CPA's",Breaches
200002642,Tarleton Medical,Breaches
200002643,"Friedman & Perry, CPAs",Breaches
200001121,Verifone,Breaches
200002646,"RealTruck, Inc.",Breaches
200002121,American Home Patient,Breaches
200002647,Barclays Bank Delaware,Breaches
200002649,Toscano Clements Taylor,Breaches
200002648,American Homepatient,Breaches
200001113,"Universal Care, dba, Brand New Day",Breaches
200002120,Saliba's Extended Care Pharmacy,Breaches
200002650,"Weekends Only, Inc.",Breaches
200001120,"Friedman & Perry, CPA's",Breaches
200001116,The Center for Election Systems at Kennesaw State University,Breaches
200002119,VisionQuest Eyecare,Breaches
200002652,Bostwick Laboratories,Breaches
200001118,University California Santa Cruz,Breaches
200001106,Goldenvoice/Coachella Music Festival,Breaches
200001108,Aptos Inc,Breaches
200001119,Orange County Global Medical Center,Breaches
200002116,VA St. Louis Health Care System,Breaches
200002117,Memphis VA Medical Center,Breaches
200002118,Commonwealth Health Corporation,Breaches
200002653,"Merchants Metals, Inc.",Breaches
200001105,Autoneum North America,Breaches
200001110,Met West Terra,Breaches
200001111,Stallcup & Associates CPA's,Breaches
200002114,"Leo Edwards, Jr., M.D. ",Breaches
200002115,Sharp Memorial Hospital,Breaches
200002654,Rederal Direct Tax Services,Breaches
200002581,Atwood Distributing L.P.,Breaches
200001114,The North Carolina Department of Health and Human Services,Breaches
200001104,Boeing,Breaches
200001103,Spiral Toys,Breaches
200001109,John D Williamson,Breaches
200001112,Berkeley Medical Center,Breaches
200002585,"Affy Tapple, LLC dba Affy Tapple",Breaches
200001102,Abbott Nutrition,Breaches
200001107,"Roberts Hawaii, Inc.",Breaches
200001127,Cloudfare,Breaches
200001101,Rod's True Western Living,Breaches
200002584,Mrs. Prindables,Breaches
200002113,"West Virginia University Hospitals-East, Inc. DBA University Healthcare",Breaches
200001100,Logic Supply,Breaches
200002110,"Syed Ahmed, MD PA",Breaches
200002111,Allina Health System,Breaches
200002655,PCA Skin,Breaches
200002656,Abbott Nutrition,Breaches
200001097,Catalina Post-Acute and Rehabilitation,Breaches
200001098,Dignity Health St. Joseph's Hospital and Medical Center,Breaches
200001096,JoFit,Breaches
200001095,Intex Recreation Corp.,Breaches
200002109,Chadron Community Hospital & Health Services,Breaches
200002106,"Robert E Torti, MD, PA dba Retina Specialists",Breaches
200002107,Family Service Rochester,Breaches
200002108,Emblem Health - GHI,Breaches
200001094,Deboer Income Tax,Breaches
200001099,Group Health Incorporated,Breaches
200002105,Hillsborough County Aging Services Department,Breaches
200001087,Platt College,Breaches
200001092,Operating Engineers Local Union No. 3,Breaches
200001091,The Honest Kitchen,Breaches
200002104,2020 On-Site Optometry,Breaches
200001084,PIP Printing Company,Breaches
200001090,NEO Tech,Breaches
200002103,St. Joseph's Hospital and Medical Center,Breaches
200002102,"Benesch, Friedlander, Coplan & Aronoff LLP ",Breaches
200002100,"Medical Information Management Systems, LLC",Breaches
200002101,"Bloom Physical Therapy, LLC dba Physicians Physical Therapy Service",Breaches
200001085,Arby's,Breaches
200001089,California Correctional Health Care Services,Breaches
200001088,The Boeing Corporation,Breaches
200002644,"Astadia, Inc.",Breaches
200001081,Capital One,Breaches
200001082,Verity Health System,Breaches
200002098,"Family Medicine East, Chartered",Breaches
200002099,Walgreen Co.,Breaches
200001086,InterContinental Hotels Group (IHG),Breaches
200001079,Renovate America,Breaches
200001080,"Nakawatase & Kaminsky, CPS's, LLP",Breaches
200002097,Catalina Post-Acute Care and Rehabilitation,Breaches
200001076,Sunrun,Breaches
200001077,DBM Global,Breaches
200001078,Toys R Us,Breaches
200001093,Jeffrey D. Rice,Breaches
200002095,Vertiv Co. Health & Welfare Plan,Breaches
200002096,The Affiliated Sante Group,Breaches
200001083,Vertiv Co. Health & Welfare Plan,Breaches
200001075,Palomar College,Breaches
200002091,Princeton Pain Management,Breaches
200002092,"Synergy Specialists Medical Group, Inc / Jay S. Berenter, DPM",Breaches
200002093,Shiel Sexton,Breaches
200002094,"WellCare Health Plans, Inc.",Breaches
200001072,Synergy Specialists Medical Group,Breaches
200001074,eHealth Insurance,Breaches
200001073,International Code Council,Breaches
200002089,MultiCare Health System ,Breaches
200002090,THE R.O.A.D.S. Foundation Inc. DBA R.O.A.D.S. Community Care Clinic,Breaches
200001071,"Cuddl Duds (Komar & Sons, Inc)",Breaches
200002088,Roper St. Francis Healthcare,Breaches
200002087,Stephenville Medical & Surgical Clinic,Breaches
200001070,Pool Supply Unlimited,Breaches
200002084,Associated Catholic Charities Incorporated,Breaches
200002086,Multnomah County,Breaches
200001062,Wonderful Center for Health Innovation,Breaches
200002085,"Covenant Medical Center, Inc.",Breaches
200002083,"TriHealth, Inc.",Breaches
200001061,CoPilot Provider Services Inc.,Breaches
200001060,California Department of Justice,Breaches
200002081,St. Luke's Hospital,Breaches
200002082,Sentara Healthcare,Breaches
200001059,Children's Hospital of Los Angeles,Breaches
200002080,"University of Maryland Orthopaedic Associates, P.A.",Breaches
200001058,SwimOutlet.com,Breaches
200002079,"Escambia County Alabama Community Hospitals, Inc. D/B/A Atmore Community Hospital",Breaches
200002078,Verity Medical Foundation,Breaches
200002077,SSM Dean Medical Group,Breaches
200001050,Legal Aid Society of Orange County (LASOC),Breaches
200002076,Office of Dr. David Elbaum,Breaches
200001057,"Kevin Harrington, CPA",Breaches
200001049,E-Sports Entertainment Association (ESEA),Breaches
200002075,Complete Wellness,Breaches
200002074,"American Urgent Care Center, PSC",Breaches
200002072,MetroPlus Health Plan,Breaches
200002073,Community Health Plan of Washington,Breaches
200001051,MetroPlus Health Plan,Breaches
200001033,KeepKey,Breaches
200001036,Topps,Breaches
200002071,"Bryan Myers, MD PC, Ashley DeWitt, DO PC, Michael Nobles, MD PC",Breaches
200001048,Sheet Metal Workers' Local Union No.104,Breaches
200002069,Horizon Healthcare Services Inc. doing business as Horizon Blue Cross Blue Shield of New Jersey and its affiliates,Breaches
200002070,"State of New Hampshire, Department of Health and Human Services",Breaches
200002067,PrimeWest Health,Breaches
200002068,PathGroup,Breaches
200001052,PathGroup,Breaches
200001053,PrimeWest Health,Breaches
200002066,Maryland Medical Center/Dr. Morrill,Breaches
200001035,InterContinental Hotels Group (IHG),Breaches
200001047,"Graphik Dimensions, Ltd. (pictureframes.com)",Breaches
200002065,Susan M Hughes Center,Breaches
200001054,Susan M. Hughes Center,Breaches
200002063,Waiting Room Solutions Limited Liability Limited Partnership,Breaches
200002064,"Brandywine Pediatrics, P.A.",Breaches
200001055,Waiting Room Solutions Limited Liability Limited Partnership,Breaches
200002061,ADVANTAGE Health Solutions,Breaches
200002062,"Stephen J. Helvie, M.D.",Breaches
200001031,Dover Federal Credit Union,Breaches
200001032,Claremont University Consortium,Breaches
200002060,Community Health Plan of Washington,Breaches
200001056,Henry County Health Department,Breaches
200002059,Henry County Health Department,Breaches
200002057,"Alliant Health Plans, Inc.",Breaches
200002058,Desert Care Family and Sports Medicine,Breaches
200001029,Kaiser Foundation Hospital,Breaches
200001030,Western Union,Breaches
200002056,Brodhead Dental Center,Breaches
200002055,Humana Inc. [case #HU16004F3],Breaches
200002052,Fairbanks Hospital,Breaches
200002053,Southcentral Foundation,Breaches
200002054,County of Los Angeles Departments of Health and Mental Health,Breaches
200001028,County of Los Angeles,Breaches
200001025,Pentagon,Breaches
200001027,Turner Broadcasting Systems (Bleacher Report),Breaches
200002051,"East Valley Community Health Center, Inc.",Breaches
200001026,US Election Assistance Commission,Breaches
200002050,Oak Cliff Orthopaedic Associates,Breaches
200001024,K Partners Hotel Management,Breaches
200001022,Yahoo,Breaches
200001023,BraceAbility,Breaches
200002048,Charles Stamitoles,Breaches
200002047,"Appalachian Gastroenterology, P.A.",Breaches
200001014,Anchor Loans,Breaches
200002046,Black Hawk College,Breaches
200002045,"Preventice Services, LLC",Breaches
200001016,T-Mobile ,Breaches
200001018,"Preventice Services, LLC",Breaches
200001010,"East Valley Community Health Center, Inc. ",Breaches
200002042,CVS Health,Breaches
200002044,Dr. Melissa D. Selke,Breaches
200001011,CVS Health,Breaches
200002043,Meigs County EMS,Breaches
200001019,Dr. Melissa D. Selke,Breaches
200002041,Washington Health System,Breaches
200001009,San Jose Evergreen Community College District,Breaches
200002040,Advanced Fertility Center of Chicago,Breaches
200002038,"Louisiana Health Cooperative, Inc. in Rehabilitation",Breaches
200002039,"Seguin Dermatology, Office of Robert J. Magnon, MD",Breaches
200001004,Google Android,Breaches
200001007,EmblemHealth,Breaches
200001008,"The LANG Companies, Inc. ",Breaches
200001012,"Sequin Dermatology, Office of Robert J Magnon, MD",Breaches
200001013,"Louisiana Health Cooperative, Inc. in Rehabilitation",Breaches
200002037,Managed Health Services,Breaches
200001005,Hewitt Associates,Breaches
200001006,"Hillary Tentler, CPA",Breaches
200002033,Aetna Inc.,Breaches
200002034,"Young Adult Institute, Inc.",Breaches
200002035,CHI Franciscan Health Hospice-Tacoma ,Breaches
200001020,Glendale Adventist Medical Center,Breaches
200001021,"Young Adult Institute, Inc. ",Breaches
200002036,Glendale Adventist Medical Center,Breaches
200002030,Berkshire Medical Center,Breaches
200002031,Akron General Medical Center,Breaches
200002032,New Mexico Heart Institute,Breaches
200001037,Hewlett Packard Enterprise Services ,Breaches
200001000,United States Navy Career Waypoints (C-WAY) Database,Breaches
200001002,"Atlantis, Paradise Island",Breaches
200002026,"Stony Brook Internists, University Faculty Practice Corporation (UFPC)",Breaches
200002027,UnitedHealth Group Single Affiliated Covered Entity,Breaches
200002028,Emblem Health - GHI,Breaches
200002029,"LCS Westminster Partnership IV, LLP d/b/a Sagewood",Breaches
